code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2013J,484301,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
BBB,2013J,484412,F,South West Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass
BBB,2013J,485006,F,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Pass
BBB,2013J,485534,F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction
BBB,2013J,485762,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
BBB,2013J,485772,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
BBB,2013J,486004,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2013J,486457,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
BBB,2013J,487214,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2013J,487371,F,Scotland,HE Qualification,10-20,35-55,0,60,N,Pass
BBB,2013J,487681,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2013J,488195,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2013J,488427,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2013J,489320,F,South Region,Lower Than A Level,70-80%,0-35,1,60,Y,Pass
BBB,2013J,489889,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
BBB,2013J,490500,F,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail
BBB,2013J,490677,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
BBB,2013J,490894,F,London Region,A Level or Equivalent,10-20,35-55,1,70,N,Fail
BBB,2013J,491097,F,North Region,Lower Than A Level,0-10%,0-35,1,120,Y,Fail
BBB,2013J,491279,F,Scotland,Lower Than A Level,30-40%,35-55,1,60,Y,Pass
BBB,2013J,491907,F,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail
BBB,2013J,491966,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
BBB,2013J,492153,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,Y,Pass
BBB,2013J,492286,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
BBB,2013J,492726,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2013J,493453,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
BBB,2013J,493465,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2013J,493999,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
BBB,2013J,494214,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
BBB,2013J,494471,F,Ireland,Lower Than A Level,80-90%,0-35,0,90,N,Fail
BBB,2013J,494789,F,Wales,HE Qualification,80-90%,0-35,0,120,N,Distinction
BBB,2013J,494960,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
BBB,2013J,495035,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass
BBB,2013J,495449,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass
BBB,2013J,495509,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2013J,495625,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass
BBB,2013J,495875,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail
BBB,2013J,495879,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass
BBB,2013J,495913,F,Wales,A Level or Equivalent,30-40%,0-35,2,60,N,Pass
BBB,2013J,496091,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail
BBB,2013J,496334,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
BBB,2013J,496442,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
BBB,2013J,496764,F,Yorkshire Region,No Formal quals,30-40%,0-35,0,120,N,Distinction
BBB,2013J,497130,F,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
BBB,2013J,497632,F,Wales,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
BBB,2013J,498543,M,Scotland,Lower Than A Level,50-60%,0-35,1,60,N,Pass
BBB,2013J,498635,M,South West Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass
BBB,2013J,498755,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
BBB,2013J,498892,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Fail
BBB,2013J,500016,F,London Region,Lower Than A Level,40-50%,35-55,0,180,N,Pass
BBB,2013J,500135,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,Y,Fail
BBB,2013J,500552,F,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
BBB,2013J,500668,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Pass
BBB,2013J,501053,F,South East Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail
BBB,2013J,501208,F,South East Region,Lower Than A Level,60-70%,35-55,1,60,N,Pass
BBB,2013J,501637,F,South West Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Pass
BBB,2013J,501862,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail
BBB,2013J,502391,M,Scotland,HE Qualification,10-20,35-55,1,120,N,Fail
BBB,2013J,503322,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
BBB,2013J,503516,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,Y,Fail
BBB,2013J,503804,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass
BBB,2013J,503878,F,South West Region,Lower Than A Level,50-60%,0-35,1,180,Y,Fail
BBB,2013J,504013,F,Wales,A Level or Equivalent,10-20,0-35,1,60,N,Pass
BBB,2013J,504022,F,North Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass
BBB,2013J,504466,F,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Pass
BBB,2013J,504635,F,Wales,HE Qualification,90-100%,0-35,0,60,N,Pass
BBB,2013J,505413,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2013J,506185,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
BBB,2013J,506248,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
BBB,2013J,506804,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
BBB,2013J,506980,F,Scotland,A Level or Equivalent,20-30%,0-35,1,120,N,Fail
BBB,2013J,507016,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
BBB,2013J,507279,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail
BBB,2013J,507387,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
BBB,2013J,507389,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Fail
BBB,2013J,507676,F,Yorkshire Region,No Formal quals,20-30%,0-35,2,120,N,Fail
BBB,2013J,508028,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
BBB,2013J,508079,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2013J,508422,M,Ireland,Lower Than A Level,40-50%,35-55,1,60,N,Fail
BBB,2013J,508517,F,Yorkshire Region,No Formal quals,30-40%,0-35,2,60,N,Fail
BBB,2013J,509036,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Fail
BBB,2013J,509236,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,180,N,Fail
BBB,2013J,509258,F,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
BBB,2013J,509390,F,South Region,A Level or Equivalent,90-100%,0-35,1,120,Y,Fail
BBB,2013J,509607,F,North Region,Lower Than A Level,,0-35,1,60,N,Distinction
BBB,2013J,509913,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
BBB,2013J,510149,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,180,N,Fail
BBB,2013J,510438,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
BBB,2013J,510776,F,London Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail
BBB,2013J,511678,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
BBB,2013J,512417,F,Scotland,A Level or Equivalent,10-20,0-35,1,60,N,Pass
BBB,2013J,512581,F,Scotland,Lower Than A Level,60-70%,0-35,1,60,N,Fail
BBB,2013J,512775,F,Scotland,HE Qualification,0-10%,35-55,0,90,N,Pass
BBB,2013J,512839,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,150,N,Fail
BBB,2013J,512940,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass
BBB,2013J,512977,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2013J,513076,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Fail
BBB,2013J,514043,F,London Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass
BBB,2013J,514302,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
BBB,2013J,514445,F,Wales,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
BBB,2013J,514776,F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,Fail
BBB,2013J,514864,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
BBB,2013J,515203,F,Wales,Lower Than A Level,80-90%,0-35,0,180,N,Fail
BBB,2013J,515417,M,Ireland,HE Qualification,0-10%,35-55,0,180,N,Fail
BBB,2013J,515646,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2013J,515676,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2013J,516926,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail
BBB,2013J,517000,F,North Western Region,A Level or Equivalent,10-20,35-55,2,60,N,Distinction
BBB,2013J,517016,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail
BBB,2013J,517231,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
BBB,2013J,517352,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2013J,518126,F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass
BBB,2013J,518223,M,East Anglian Region,Lower Than A Level,10-20,0-35,1,60,Y,Pass
BBB,2013J,518258,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction
BBB,2013J,518496,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Pass
BBB,2013J,519294,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2013J,519584,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2013J,519622,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,180,Y,Fail
BBB,2013J,520002,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
BBB,2013J,520006,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
BBB,2013J,520100,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
BBB,2013J,520286,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
BBB,2013J,520325,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
BBB,2013J,521341,F,South Region,HE Qualification,90-100%,35-55,0,120,Y,Pass
BBB,2013J,521509,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass
BBB,2013J,521590,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2013J,521666,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,120,N,Fail
BBB,2013J,521895,F,North Region,A Level or Equivalent,,0-35,0,120,N,Pass
BBB,2013J,522426,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass
BBB,2013J,522434,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Pass
BBB,2013J,522441,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
BBB,2013J,522443,F,Scotland,A Level or Equivalent,40-50%,35-55,0,120,N,Fail
BBB,2013J,522446,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
BBB,2013J,522529,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
BBB,2013J,522622,F,Wales,Lower Than A Level,10-20,0-35,1,120,N,Pass
BBB,2013J,522714,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2013J,522792,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2013J,522889,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail
BBB,2013J,522891,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass
BBB,2013J,522894,F,Scotland,HE Qualification,30-40%,35-55,0,120,N,Pass
BBB,2013J,522899,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Fail
BBB,2013J,523331,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
BBB,2013J,523398,F,South Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail
BBB,2013J,523466,F,Wales,A Level or Equivalent,0-10%,0-35,0,180,N,Pass
BBB,2013J,523545,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass
BBB,2013J,523655,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2013J,523757,F,North Western Region,Lower Than A Level,0-10%,35-55,1,60,N,Fail
BBB,2013J,523857,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Pass
BBB,2013J,523875,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
BBB,2013J,523928,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass
BBB,2013J,524076,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
BBB,2013J,524496,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,60,N,Fail
BBB,2013J,524790,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
BBB,2013J,525885,F,South East Region,HE Qualification,40-50%,0-35,1,60,N,Fail
BBB,2013J,525974,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction
BBB,2013J,526088,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2013J,526177,F,Scotland,Lower Than A Level,40-50%,0-35,0,75,N,Pass
BBB,2013J,527393,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2013J,527580,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2013J,527636,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Fail
BBB,2013J,527799,M,London Region,A Level or Equivalent,10-20,35-55,1,60,N,Fail
BBB,2013J,528056,F,South West Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail
BBB,2013J,528464,F,South East Region,A Level or Equivalent,90-100%,0-35,2,60,N,Pass
BBB,2013J,529000,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,Y,Fail
BBB,2013J,529597,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Fail
BBB,2013J,529795,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail
BBB,2013J,530021,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
BBB,2013J,530112,F,Scotland,Lower Than A Level,40-50%,0-35,1,60,N,Fail
BBB,2013J,530487,F,London Region,HE Qualification,40-50%,0-35,0,60,N,Pass
BBB,2013J,530514,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass
BBB,2013J,530753,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
BBB,2013J,530841,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2013J,531384,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2013J,531643,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction
BBB,2013J,532335,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
BBB,2013J,532477,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
BBB,2013J,532615,F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Distinction
BBB,2013J,532739,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass
BBB,2013J,532750,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
BBB,2013J,532839,F,North Region,HE Qualification,,0-35,1,60,N,Fail
BBB,2013J,532868,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
BBB,2013J,532869,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2013J,533091,M,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
BBB,2013J,533301,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass
BBB,2013J,534133,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2013J,534323,F,North Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
BBB,2013J,534816,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Fail
BBB,2013J,534946,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
BBB,2013J,534998,F,North Region,Lower Than A Level,,0-35,1,60,N,Pass
BBB,2013J,535269,F,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail
BBB,2013J,535379,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
BBB,2013J,535833,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2013J,536318,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass
BBB,2013J,536632,F,Ireland,HE Qualification,70-80%,0-35,0,60,N,Pass
BBB,2013J,536649,F,Ireland,Lower Than A Level,10-20,35-55,0,60,N,Fail
BBB,2013J,536660,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2013J,536664,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Fail
BBB,2013J,536666,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2013J,536852,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2013J,536992,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2013J,537271,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
BBB,2013J,538210,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2013J,539426,F,London Region,No Formal quals,20-30%,35-55,1,60,N,Fail
BBB,2013J,539670,M,East Anglian Region,A Level or Equivalent,0-10%,35-55,0,120,N,Fail
BBB,2013J,540005,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass
BBB,2013J,540249,M,East Anglian Region,A Level or Equivalent,0-10%,35-55,0,120,N,Fail
BBB,2013J,540293,F,Wales,Lower Than A Level,10-20,35-55,0,60,N,Pass
BBB,2013J,540521,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,75,N,Pass
BBB,2013J,540602,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2013J,540682,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2013J,541274,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,60,N,Distinction
BBB,2013J,541586,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
BBB,2013J,541702,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
BBB,2013J,542296,F,Wales,Lower Than A Level,30-40%,35-55,1,60,N,Pass
BBB,2013J,542472,F,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
BBB,2013J,542574,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
BBB,2013J,542707,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
BBB,2013J,543279,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
BBB,2013J,543428,F,West Midlands Region,Lower Than A Level,90-100%,35-55,1,60,N,Pass
BBB,2013J,544122,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
BBB,2013J,544627,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail
BBB,2013J,545200,F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
BBB,2013J,545247,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
BBB,2013J,545297,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,Y,Fail
BBB,2013J,545298,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2013J,545443,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2013J,545462,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
BBB,2013J,546195,M,London Region,Lower Than A Level,0-10%,0-35,0,150,N,Fail
BBB,2013J,546196,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Pass
BBB,2013J,546941,F,South Region,A Level or Equivalent,80-90%,0-35,1,60,N,Distinction
BBB,2013J,547311,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail
BBB,2013J,548197,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass
BBB,2013J,548899,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
BBB,2013J,549129,F,Yorkshire Region,HE Qualification,30-40%,0-35,1,60,N,Pass
BBB,2013J,549226,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
BBB,2013J,549445,F,Ireland,Lower Than A Level,30-40%,35-55,0,75,N,Pass
BBB,2013J,549586,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
BBB,2013J,549873,F,North Western Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail
BBB,2013J,549918,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
BBB,2013J,550412,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
BBB,2013J,550880,F,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,Distinction
BBB,2013J,550941,F,Wales,Lower Than A Level,70-80%,0-35,1,120,Y,Pass
BBB,2013J,551031,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
BBB,2013J,551205,F,East Midlands Region,Lower Than A Level,70-80%,0-35,1,60,N,Pass
BBB,2013J,551219,F,Wales,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
BBB,2013J,551234,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
BBB,2013J,551347,M,Wales,Lower Than A Level,30-40%,0-35,1,60,N,Pass
BBB,2013J,551802,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
BBB,2013J,551836,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
BBB,2013J,552116,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2013J,552177,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
BBB,2013J,552205,F,Scotland,Lower Than A Level,0-10%,0-35,1,60,N,Pass
BBB,2013J,552339,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass
BBB,2013J,552399,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Distinction
BBB,2013J,552515,F,South West Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass
BBB,2013J,552622,F,West Midlands Region,Lower Than A Level,20-30%,35-55,1,60,N,Pass
BBB,2013J,552883,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,120,N,Fail
BBB,2013J,553078,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
BBB,2013J,553825,F,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
BBB,2013J,553856,M,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass
BBB,2013J,553893,F,South Region,Lower Than A Level,70-80%,0-35,0,180,N,Fail
BBB,2013J,554243,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
BBB,2013J,554297,F,Ireland,Lower Than A Level,20-30%,0-35,0,120,N,Fail
BBB,2013J,554314,F,South Region,HE Qualification,70-80%,35-55,0,120,N,Fail
BBB,2013J,554540,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
BBB,2013J,555061,F,London Region,Lower Than A Level,20-30%,0-35,0,90,Y,Fail
BBB,2013J,555346,F,South West Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass
BBB,2013J,555614,F,East Midlands Region,Lower Than A Level,90-100%,35-55,1,60,N,Distinction
BBB,2013J,555721,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
BBB,2013J,556062,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
BBB,2013J,556089,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction
BBB,2013J,556175,M,Wales,Lower Than A Level,10-20,35-55,1,60,N,Pass
BBB,2013J,556228,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
BBB,2013J,556592,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2013J,556738,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail
BBB,2013J,556972,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2013J,557652,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail
BBB,2013J,558333,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2013J,558533,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2013J,558661,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
BBB,2013J,558755,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
BBB,2013J,558962,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
BBB,2013J,558983,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,Y,Fail
BBB,2013J,559168,M,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Pass
BBB,2013J,559382,F,South West Region,A Level or Equivalent,80-90%,0-35,0,180,N,Pass
BBB,2013J,559414,F,Scotland,HE Qualification,0-10%,35-55,0,60,N,Pass
BBB,2013J,559584,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2013J,559685,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail
BBB,2013J,559851,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2013J,560030,F,London Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail
BBB,2013J,560074,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass
BBB,2013J,560430,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
BBB,2013J,560567,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
BBB,2013J,560676,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
BBB,2013J,560773,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
BBB,2013J,561312,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
