code_module,code_presentation,id_student,date_registration,date_unregistration
BBB,2014J,647502,-156,
BBB,2014J,647511,-25,
BBB,2014J,647553,-4,
BBB,2014J,647762,-21,
BBB,2014J,647764,-23,
BBB,2014J,647803,-23,
BBB,2014J,647883,-135,
BBB,2014J,647967,-121,
BBB,2014J,647982,-39,
BBB,2014J,648063,-162,
BBB,2014J,648082,-162,
BBB,2014J,648119,-63,
BBB,2014J,648131,-122,
BBB,2014J,648135,-81,
BBB,2014J,648182,-156,
BBB,2014J,648194,-142,
BBB,2014J,648262,-162,
BBB,2014J,648310,-153,
BBB,2014J,648311,-149,
BBB,2014J,648335,-150,
BBB,2014J,648391,-91,
BBB,2014J,648416,-122,
BBB,2014J,648449,-151,
BBB,2014J,648476,-151,
BBB,2014J,648487,-162,
BBB,2014J,648537,-44,
BBB,2014J,648543,-162,
BBB,2014J,648549,-30,
BBB,2014J,648553,-136,
BBB,2014J,648585,-149,
BBB,2014J,648693,-102,
BBB,2014J,648713,-162,
BBB,2014J,648728,-107,
BBB,2014J,648751,-93,
BBB,2014J,648760,-162,
BBB,2014J,648778,-107,
BBB,2014J,648807,-161,
BBB,2014J,648845,-31,
BBB,2014J,648951,-161,
BBB,2014J,648985,-140,
BBB,2014J,649018,-48,
BBB,2014J,649025,-140,
BBB,2014J,649027,-60,
BBB,2014J,649110,-142,
BBB,2014J,649119,-127,
BBB,2014J,649189,-156,
BBB,2014J,649221,-160,
BBB,2014J,649231,-122,
BBB,2014J,649291,-52,
BBB,2014J,649345,-161,
BBB,2014J,649518,-140,
BBB,2014J,649543,-157,
BBB,2014J,649578,-100,
BBB,2014J,649621,-32,
BBB,2014J,649654,-35,
BBB,2014J,649692,-98,
BBB,2014J,649742,-94,
BBB,2014J,649749,-39,
BBB,2014J,649795,-153,
BBB,2014J,649824,-157,
BBB,2014J,649905,-100,
BBB,2014J,649962,-119,
BBB,2014J,650050,-157,
BBB,2014J,650114,-140,
BBB,2014J,650161,-154,
BBB,2014J,650247,-136,
BBB,2014J,650269,-156,
BBB,2014J,650371,-150,
BBB,2014J,650433,-78,
BBB,2014J,650517,-52,
BBB,2014J,650531,-23,
BBB,2014J,650548,-98,
BBB,2014J,650565,-30,
BBB,2014J,650606,-151,
BBB,2014J,650797,-128,
BBB,2014J,650953,-143,
BBB,2014J,650958,-148,
BBB,2014J,650979,-151,
BBB,2014J,651008,-115,
BBB,2014J,651027,-134,
BBB,2014J,651065,-79,
BBB,2014J,651087,-120,
BBB,2014J,651148,-113,
BBB,2014J,651177,-59,
BBB,2014J,651209,-121,
BBB,2014J,651257,-39,
BBB,2014J,651278,-121,
BBB,2014J,651324,-153,
BBB,2014J,651359,-36,
BBB,2014J,651394,-106,
BBB,2014J,651415,-150,
BBB,2014J,651429,-80,
BBB,2014J,651544,-151,
BBB,2014J,651605,-53,
BBB,2014J,651655,-57,
BBB,2014J,651659,-17,
BBB,2014J,651678,-30,
BBB,2014J,651775,-21,
BBB,2014J,651778,-136,
BBB,2014J,651863,-150,
BBB,2014J,651883,-100,
BBB,2014J,651925,-56,
BBB,2014J,651939,-147,
BBB,2014J,651979,-150,
BBB,2014J,651980,-44,
BBB,2014J,651991,-45,
BBB,2014J,652044,-30,
BBB,2014J,652090,-22,
BBB,2014J,652105,-63,
BBB,2014J,652114,-136,
BBB,2014J,652149,-130,
BBB,2014J,652156,-122,
BBB,2014J,652158,-149,
BBB,2014J,652226,-119,
BBB,2014J,652288,-149,
BBB,2014J,652390,-134,
BBB,2014J,652522,-143,
BBB,2014J,652553,-121,
BBB,2014J,652556,-65,
BBB,2014J,652572,-38,
BBB,2014J,652586,-86,
BBB,2014J,652605,-101,
BBB,2014J,652818,-129,
BBB,2014J,652851,-115,
BBB,2014J,652886,-71,
BBB,2014J,652969,-142,
BBB,2014J,653027,-129,
BBB,2014J,653052,-142,
BBB,2014J,653059,-115,
BBB,2014J,653068,-77,
BBB,2014J,653086,-84,
BBB,2014J,653188,-116,
BBB,2014J,653239,-143,
BBB,2014J,653240,-50,
BBB,2014J,653262,-120,
BBB,2014J,653465,-116,
BBB,2014J,653577,-38,
BBB,2014J,653597,-29,
BBB,2014J,653664,-49,
BBB,2014J,653702,-130,
BBB,2014J,653752,-42,
BBB,2014J,653762,-109,
BBB,2014J,653840,-73,
BBB,2014J,653870,-129,
BBB,2014J,653944,-112,
BBB,2014J,653951,-30,
BBB,2014J,653958,-23,
BBB,2014J,654005,-29,
BBB,2014J,654043,-45,
BBB,2014J,654206,-57,
BBB,2014J,654404,-56,
BBB,2014J,654415,-119,
BBB,2014J,654524,-122,
BBB,2014J,654545,-24,
BBB,2014J,654585,-122,
BBB,2014J,654657,-107,
BBB,2014J,654856,-49,
BBB,2014J,655084,-120,
BBB,2014J,655086,-53,
BBB,2014J,655296,-94,
BBB,2014J,655314,-51,
BBB,2014J,655342,-135,
BBB,2014J,655460,-16,
BBB,2014J,655471,-38,
BBB,2014J,655546,-29,
BBB,2014J,655547,-17,
BBB,2014J,655572,-58,
BBB,2014J,655605,-108,
BBB,2014J,655613,-17,
BBB,2014J,655662,-127,
BBB,2014J,655668,-71,
BBB,2014J,655828,-105,
BBB,2014J,656067,-116,
BBB,2014J,656181,-98,
BBB,2014J,656187,-17,
BBB,2014J,656190,-108,
BBB,2014J,656194,-86,
BBB,2014J,656196,-107,
BBB,2014J,656197,-78,
BBB,2014J,656200,-17,
BBB,2014J,656206,-105,
BBB,2014J,656208,-108,
BBB,2014J,656217,-114,
BBB,2014J,656222,-128,
BBB,2014J,656227,-17,
BBB,2014J,656253,-108,
BBB,2014J,656276,-120,
BBB,2014J,656352,44,
BBB,2014J,656373,-60,
BBB,2014J,656386,-31,
BBB,2014J,656455,-108,
BBB,2014J,656475,-17,
BBB,2014J,656481,-17,
BBB,2014J,656494,5,
BBB,2014J,656522,-70,
BBB,2014J,656540,-42,
BBB,2014J,656557,-127,
BBB,2014J,656566,-95,
BBB,2014J,656681,-24,
BBB,2014J,656698,-98,
BBB,2014J,656711,-17,
BBB,2014J,656755,-127,
BBB,2014J,656784,-93,
BBB,2014J,656873,-24,
BBB,2014J,656915,-59,
BBB,2014J,656990,-95,
BBB,2014J,657032,-43,
BBB,2014J,657099,-28,
BBB,2014J,657290,-73,
BBB,2014J,657293,-122,
BBB,2014J,674214,-92,
BBB,2014J,674276,-102,
BBB,2014J,674290,-37,
BBB,2014J,674322,-88,
BBB,2014J,674349,-77,
BBB,2014J,674495,-101,
BBB,2014J,674576,-30,
BBB,2014J,674605,-80,
BBB,2014J,674616,-112,
BBB,2014J,674777,-101,
BBB,2014J,674784,-28,
BBB,2014J,674922,-107,
BBB,2014J,674960,-115,
BBB,2014J,675042,-29,
BBB,2014J,675059,-116,
BBB,2014J,675085,-51,
BBB,2014J,675159,-71,
BBB,2014J,675223,-29,
BBB,2014J,675231,-39,
BBB,2014J,675526,-99,
BBB,2014J,675576,-74,
BBB,2014J,675728,-114,
BBB,2014J,675807,-60,
BBB,2014J,675929,-109,
BBB,2014J,676011,-113,
BBB,2014J,676151,-51,
BBB,2014J,676169,-93,
BBB,2014J,676176,-112,
BBB,2014J,676322,-29,
BBB,2014J,676350,-84,
BBB,2014J,676401,-29,
BBB,2014J,676428,-74,
BBB,2014J,676604,-108,
BBB,2014J,676633,-101,
BBB,2014J,676705,-71,
BBB,2014J,676750,-86,
BBB,2014J,676898,-22,
BBB,2014J,676948,-17,
BBB,2014J,676962,-70,
BBB,2014J,676969,-30,
BBB,2014J,677004,-31,
BBB,2014J,677154,-105,
BBB,2014J,677201,-94,
BBB,2014J,677203,-93,
BBB,2014J,677462,-81,
BBB,2014J,677498,-71,
BBB,2014J,677630,-98,
BBB,2014J,677846,-22,
BBB,2014J,677873,-28,
BBB,2014J,677879,-80,
BBB,2014J,677892,-93,
BBB,2014J,677922,-29,
BBB,2014J,677997,-43,
BBB,2014J,678025,-101,
BBB,2014J,678038,-91,
BBB,2014J,678080,-15,
BBB,2014J,678085,-101,
BBB,2014J,678105,-98,
BBB,2014J,678110,-101,
BBB,2014J,678144,-59,
BBB,2014J,678244,-57,
BBB,2014J,678246,-51,
BBB,2014J,678283,-74,
BBB,2014J,678314,-84,
BBB,2014J,678335,-37,
BBB,2014J,678373,-24,
BBB,2014J,678444,-11,
BBB,2014J,678623,-29,
BBB,2014J,678661,-99,
BBB,2014J,678680,-51,
BBB,2014J,678688,-81,
BBB,2014J,678770,-30,
BBB,2014J,678815,-94,
BBB,2014J,678906,-77,
BBB,2014J,678955,-86,
BBB,2014J,678995,-98,
BBB,2014J,679059,-95,
BBB,2014J,679174,-53,
BBB,2014J,679218,-78,
BBB,2014J,679232,-66,
BBB,2014J,679439,-84,
BBB,2014J,679457,-63,
BBB,2014J,679559,-93,
BBB,2014J,679716,-86,
BBB,2014J,679798,-32,
BBB,2014J,679828,-45,
BBB,2014J,679918,-92,
BBB,2014J,679967,-25,
BBB,2014J,679971,-52,
BBB,2014J,680009,-36,
BBB,2014J,680146,-38,
BBB,2014J,680162,-31,
BBB,2014J,680174,-21,
BBB,2014J,680219,-72,
BBB,2014J,680290,-22,
BBB,2014J,680453,-66,
BBB,2014J,680471,-64,
BBB,2014J,680530,-31,
BBB,2014J,680541,-51,
BBB,2014J,680545,-28,
BBB,2014J,680559,-72,
BBB,2014J,680723,-88,
BBB,2014J,680787,-44,
BBB,2014J,680798,-50,
BBB,2014J,680862,-58,
BBB,2014J,680918,-59,
BBB,2014J,680926,-51,
BBB,2014J,680970,-29,
BBB,2014J,681150,-81,
BBB,2014J,681222,-23,
BBB,2014J,681289,-63,
BBB,2014J,681384,-86,
BBB,2014J,681566,-85,
BBB,2014J,681581,-78,
BBB,2014J,681710,-31,
BBB,2014J,681716,-67,
BBB,2014J,681752,-60,
BBB,2014J,681798,-49,
BBB,2014J,681984,-71,
BBB,2014J,682051,-65,
BBB,2014J,682056,-32,
BBB,2014J,682058,-65,
BBB,2014J,682107,-80,
BBB,2014J,682223,-37,
BBB,2014J,682316,-78,
BBB,2014J,682343,-28,
BBB,2014J,682409,-64,
BBB,2014J,682480,-49,
BBB,2014J,682483,-52,
BBB,2014J,682627,-77,
BBB,2014J,682887,-32,
BBB,2014J,683002,-66,
BBB,2014J,683120,-78,
BBB,2014J,683140,-74,
BBB,2014J,683145,-59,
BBB,2014J,683164,-39,
BBB,2014J,683202,-50,
BBB,2014J,683275,-77,
BBB,2014J,683420,-20,
BBB,2014J,683548,-73,
BBB,2014J,683592,-30,
BBB,2014J,683618,-35,
BBB,2014J,683630,-43,
BBB,2014J,683664,-64,
BBB,2014J,683705,-32,
BBB,2014J,683742,-73,
BBB,2014J,683779,-58,
BBB,2014J,683783,-57,
BBB,2014J,683817,-73,
BBB,2014J,683838,-31,
BBB,2014J,683935,-57,
BBB,2014J,683987,-50,
BBB,2014J,684055,-56,
BBB,2014J,684072,-73,
BBB,2014J,684098,-30,
BBB,2014J,684184,-70,
BBB,2014J,684250,-72,
BBB,2014J,684273,-56,
BBB,2014J,684319,-17,
BBB,2014J,684329,-37,
BBB,2014J,684375,-63,
BBB,2014J,684420,-71,
BBB,2014J,684467,-42,
BBB,2014J,684615,-44,
BBB,2014J,684681,-45,
BBB,2014J,684687,-70,
BBB,2014J,684704,-60,
BBB,2014J,684833,-30,
BBB,2014J,684931,-52,
BBB,2014J,684971,-23,
BBB,2014J,685009,-64,
BBB,2014J,685052,-58,
BBB,2014J,685079,-58,
BBB,2014J,685201,-45,
BBB,2014J,685228,-17,
BBB,2014J,685257,-25,
BBB,2014J,685267,-56,
BBB,2014J,685318,-32,
BBB,2014J,685391,-45,
BBB,2014J,685453,-24,
BBB,2014J,685592,-14,
BBB,2014J,685653,-63,
BBB,2014J,685702,-29,
BBB,2014J,685776,-48,
BBB,2014J,685779,-23,
BBB,2014J,685812,-52,
BBB,2014J,685829,-65,
BBB,2014J,685830,-65,
BBB,2014J,685841,-65,
BBB,2014J,685842,-65,
BBB,2014J,685900,-45,
BBB,2014J,686074,-39,
BBB,2014J,686128,-36,
BBB,2014J,686182,-36,
BBB,2014J,686200,-36,
BBB,2014J,686286,-60,
BBB,2014J,686378,-60,
BBB,2014J,686402,-57,
BBB,2014J,686596,-60,
BBB,2014J,686667,-39,
BBB,2014J,686670,-60,
BBB,2014J,686725,-43,
BBB,2014J,686762,-57,
BBB,2014J,686791,-35,
BBB,2014J,686822,-32,
BBB,2014J,686837,-60,
BBB,2014J,686938,-59,
BBB,2014J,686940,-59,
BBB,2014J,686953,-14,
BBB,2014J,686987,-39,
BBB,2014J,687004,-22,
BBB,2014J,687037,-50,
BBB,2014J,687060,-35,
BBB,2014J,687122,-59,
BBB,2014J,687157,-35,
BBB,2014J,687173,-37,
BBB,2014J,687185,-30,
BBB,2014J,687301,-38,
BBB,2014J,687326,-42,
BBB,2014J,687378,-59,
BBB,2014J,687379,-59,
BBB,2014J,687402,-59,
BBB,2014J,687404,-58,
BBB,2014J,687406,-58,
BBB,2014J,687421,-45,
BBB,2014J,687533,-53,
BBB,2014J,687566,-58,
BBB,2014J,687575,-58,
BBB,2014J,687683,-8,
BBB,2014J,687688,-38,
BBB,2014J,687769,-30,
BBB,2014J,688011,-51,
BBB,2014J,688130,-49,
BBB,2014J,688135,-53,
BBB,2014J,688167,-25,
BBB,2014J,688263,-39,
BBB,2014J,688301,-52,
BBB,2014J,688376,-36,
BBB,2014J,688398,-35,
BBB,2014J,688513,-35,
BBB,2014J,688519,-53,
BBB,2014J,688599,-42,
BBB,2014J,688638,-36,
BBB,2014J,688954,-14,
BBB,2014J,689069,-52,
BBB,2014J,689089,-11,
BBB,2014J,689094,-11,
BBB,2014J,689095,-11,
BBB,2014J,689097,-11,
BBB,2014J,689107,-4,
BBB,2014J,689113,-11,
BBB,2014J,689124,-5,
BBB,2014J,689129,-5,
BBB,2014J,689131,-30,
BBB,2014J,689132,12,
BBB,2014J,689139,-5,
BBB,2014J,689141,5,
BBB,2014J,689147,12,
BBB,2014J,689148,-5,
BBB,2014J,689157,5,
BBB,2014J,689178,-4,
BBB,2014J,689185,12,
BBB,2014J,689187,-43,
BBB,2014J,689228,16,
BBB,2014J,689230,3,
BBB,2014J,689265,16,
BBB,2014J,689267,16,
BBB,2014J,689274,16,
BBB,2014J,689287,-51,
BBB,2014J,689298,-49,
BBB,2014J,689329,-45,
BBB,2014J,689333,-36,
BBB,2014J,689397,-30,
BBB,2014J,689406,-50,
BBB,2014J,689487,-50,
BBB,2014J,689563,-38,
BBB,2014J,689662,-51,
BBB,2014J,689665,-51,
BBB,2014J,689727,-43,
BBB,2014J,689768,-42,
BBB,2014J,689775,-30,
BBB,2014J,689828,-30,
BBB,2014J,689936,-23,
BBB,2014J,689975,-5,
BBB,2014J,690003,-11,
BBB,2014J,690089,17,
BBB,2014J,690116,16,
BBB,2014J,690211,-49,
BBB,2014J,690318,-49,
BBB,2014J,690319,-49,
BBB,2014J,690359,-14,
BBB,2014J,690384,-49,
BBB,2014J,690469,-39,
BBB,2014J,690548,-32,
BBB,2014J,690766,-38,
BBB,2014J,690767,-37,
BBB,2014J,690902,-16,
BBB,2014J,690967,-29,
BBB,2014J,691006,-28,
BBB,2014J,691026,3,
BBB,2014J,691094,-37,
BBB,2014J,691106,-45,
BBB,2014J,691122,-45,
BBB,2014J,691312,-23,
BBB,2014J,691413,-44,
BBB,2014J,691514,-38,
BBB,2014J,691683,-27,
BBB,2014J,691717,-43,
BBB,2014J,691835,-27,
BBB,2014J,691851,-43,
BBB,2014J,691856,-30,
BBB,2014J,691869,-30,
BBB,2014J,691907,17,
BBB,2014J,691997,-32,
BBB,2014J,692164,-42,
BBB,2014J,692175,-36,
BBB,2014J,692181,-42,
BBB,2014J,692196,-42,
BBB,2014J,692207,-17,
BBB,2014J,692215,-29,
BBB,2014J,692355,-35,
BBB,2014J,692473,-39,
BBB,2014J,692474,-39,
BBB,2014J,692482,-39,
BBB,2014J,692484,-39,
BBB,2014J,692496,-29,
BBB,2014J,692502,-39,
BBB,2014J,692515,-39,
BBB,2014J,692518,-39,
BBB,2014J,692521,-39,
BBB,2014J,692522,-39,
BBB,2014J,692525,-39,
BBB,2014J,692544,-39,
BBB,2014J,692547,-39,
BBB,2014J,692553,-35,
BBB,2014J,692572,-36,
BBB,2014J,692609,-30,
BBB,2014J,692805,-30,
BBB,2014J,692826,-39,
BBB,2014J,692827,-32,
BBB,2014J,692907,-38,
BBB,2014J,692908,-30,
BBB,2014J,692918,-39,
BBB,2014J,692920,-30,
BBB,2014J,692936,-12,
BBB,2014J,692943,-29,
BBB,2014J,693091,-15,
BBB,2014J,693098,-25,
BBB,2014J,693213,-29,
BBB,2014J,693230,-30,
BBB,2014J,693297,-37,
BBB,2014J,693380,-35,
BBB,2014J,693514,-21,
BBB,2014J,693635,-30,
BBB,2014J,693682,-32,
BBB,2014J,693692,-21,
BBB,2014J,693752,-17,
BBB,2014J,693793,-30,
BBB,2014J,693871,-28,
BBB,2014J,693899,-32,
BBB,2014J,694078,-30,
BBB,2014J,694155,-30,
BBB,2014J,694190,-30,
BBB,2014J,694338,-35,
BBB,2014J,694341,-9,
BBB,2014J,694342,-35,
BBB,2014J,694349,-35,
BBB,2014J,694404,-30,
BBB,2014J,694473,-9,
BBB,2014J,694490,-4,
BBB,2014J,694526,-9,
BBB,2014J,694561,-30,
BBB,2014J,694576,-32,
BBB,2014J,694706,-32,
BBB,2014J,694792,-32,
BBB,2014J,694823,-25,
BBB,2014J,694857,-24,
BBB,2014J,694981,-4,
BBB,2014J,694983,-21,
BBB,2014J,695001,-5,
BBB,2014J,695014,17,
BBB,2014J,695015,16,
BBB,2014J,695021,5,
BBB,2014J,695027,5,
BBB,2014J,695031,12,
BBB,2014J,695044,-5,
BBB,2014J,695047,5,
BBB,2014J,695049,-5,
BBB,2014J,695054,-5,
BBB,2014J,695070,5,
BBB,2014J,695075,5,
BBB,2014J,695084,-11,
BBB,2014J,695144,5,
BBB,2014J,695148,-5,
BBB,2014J,695186,-27,
BBB,2014J,695205,13,
BBB,2014J,695235,3,
BBB,2014J,695247,13,
BBB,2014J,695256,-4,
BBB,2014J,695259,13,
BBB,2014J,695278,-5,
BBB,2014J,695405,-29,
BBB,2014J,695434,-30,
BBB,2014J,695475,-11,
BBB,2014J,695484,3,
BBB,2014J,695510,-11,
BBB,2014J,695535,-5,
BBB,2014J,695613,-30,
BBB,2014J,695631,-29,
BBB,2014J,695654,-23,
BBB,2014J,695972,5,
BBB,2014J,696007,-22,
BBB,2014J,696152,-27,
BBB,2014J,696203,-23,
BBB,2014J,696301,-23,
BBB,2014J,696348,-29,
BBB,2014J,696440,-11,
BBB,2014J,696569,3,
BBB,2014J,696616,-29,
BBB,2014J,696684,-28,
BBB,2014J,696724,-21,
BBB,2014J,696799,-28,
BBB,2014J,696804,-28,
BBB,2014J,696844,-17,
BBB,2014J,696850,-28,
BBB,2014J,697345,-23,
BBB,2014J,697417,-25,
BBB,2014J,697428,-23,
BBB,2014J,697525,-24,
BBB,2014J,697542,-24,
BBB,2014J,697561,-24,
BBB,2014J,697562,-24,
BBB,2014J,697574,-16,
BBB,2014J,697578,-22,
BBB,2014J,697649,-24,
BBB,2014J,697754,-22,
BBB,2014J,697857,-23,
BBB,2014J,697912,-22,
BBB,2014J,697959,-23,
BBB,2014J,697960,-23,
BBB,2014J,697964,-23,
BBB,2014J,698010,-23,
BBB,2014J,698170,-11,
BBB,2014J,698180,-22,
BBB,2014J,698198,-23,
BBB,2014J,698199,-23,
BBB,2014J,698200,-23,
BBB,2014J,698201,-23,
BBB,2014J,698203,-23,
BBB,2014J,698204,-23,
BBB,2014J,698206,-23,
BBB,2014J,698207,-23,
BBB,2014J,698208,-23,
BBB,2014J,698256,-22,
BBB,2014J,698345,-21,
BBB,2014J,698362,-14,
BBB,2014J,698369,-14,
BBB,2014J,698420,-22,
BBB,2014J,698463,-22,
BBB,2014J,698471,-22,
BBB,2014J,698494,-21,
BBB,2014J,698507,-21,
BBB,2014J,698509,-21,
BBB,2014J,699007,-17,
BBB,2014J,699153,-17,
BBB,2014J,699435,-16,
BBB,2014J,699436,-16,
BBB,2014J,699437,-16,
BBB,2014J,699488,-15,
BBB,2014J,699498,-15,
BBB,2014J,699503,-5,
BBB,2014J,699651,-14,
BBB,2014J,699656,-14,
BBB,2014J,700079,-10,
BBB,2014J,700086,-10,
BBB,2014J,700441,-7,
BBB,2014J,700458,-7,
BBB,2014J,700815,-4,
BBB,2014J,700820,-4,
BBB,2014J,1118432,-59,
BBB,2014J,1419671,-36,
BBB,2014J,1432518,-36,
BBB,2014J,1526770,-25,
BBB,2014J,1533277,-121,
BBB,2014J,1536122,-28,
BBB,2014J,1536591,-50,
BBB,2014J,1547646,-37,
BBB,2014J,1560989,-149,
BBB,2014J,1563696,-127,
BBB,2014J,1564706,-29,
BBB,2014J,1585768,-39,
BBB,2014J,1623795,-53,
BBB,2014J,1656979,-35,
BBB,2014J,1664280,-53,
BBB,2014J,1723749,-29,
BBB,2014J,1732956,-17,
BBB,2014J,1733023,-45,
BBB,2014J,1752834,-8,
BBB,2014J,1757561,-122,
BBB,2014J,1784816,-41,
BBB,2014J,1813493,-66,
BBB,2014J,1832218,-44,
BBB,2014J,1835389,-135,
BBB,2014J,1843123,-29,
BBB,2014J,1874935,-38,
BBB,2014J,1891028,-45,
BBB,2014J,1903095,-35,
BBB,2014J,1926542,-101,
BBB,2014J,1937822,-53,
BBB,2014J,1972832,-42,
BBB,2014J,1989014,-51,
BBB,2014J,1993672,-135,
BBB,2014J,2009239,-56,
BBB,2014J,2035574,-8,
BBB,2014J,2049740,-57,
BBB,2014J,2091096,-39,
BBB,2014J,2091193,-121,
BBB,2014J,2115250,-17,
BBB,2014J,2149487,-102,
BBB,2014J,2172163,-29,
BBB,2014J,2187308,-59,
BBB,2014J,2207474,-29,
BBB,2014J,2216682,-35,
BBB,2014J,2216778,-23,
BBB,2014J,2227568,-143,
BBB,2014J,2228010,-36,
BBB,2014J,2228601,-35,
BBB,2014J,2229783,-48,
BBB,2014J,2241250,-72,
BBB,2014J,2242067,-105,
BBB,2014J,2248243,-67,
BBB,2014J,2251500,-53,
BBB,2014J,2263129,-30,
BBB,2014J,2269561,-93,
BBB,2014J,2278390,-45,
BBB,2014J,2281286,-30,
BBB,2014J,2296716,-39,
BBB,2014J,2299745,-44,
BBB,2014J,2318161,-102,
BBB,2014J,2321660,-86,
BBB,2014J,2333415,-44,
BBB,2014J,2346145,-38,
BBB,2014J,2349805,-11,
BBB,2014J,2353764,-59,
BBB,2014J,2363168,-136,
BBB,2014J,2375759,-59,
BBB,2014J,2385665,-22,
BBB,2014J,2394741,-88,
BBB,2014J,2401304,-48,
BBB,2014J,2407594,-44,
BBB,2014J,2410544,-17,
BBB,2014J,2414945,-36,
BBB,2014J,2423078,-28,
BBB,2014J,2426864,-39,
BBB,2014J,2428341,-49,
BBB,2014J,2432551,-35,
BBB,2014J,2436711,-122,
BBB,2014J,2444705,-51,
BBB,2014J,2446694,-30,
BBB,2014J,2448699,-21,
BBB,2014J,2449399,-154,
BBB,2014J,2459279,-127,
BBB,2014J,2462576,-122,
BBB,2014J,2475591,4,
BBB,2014J,2482994,-10,
BBB,2014J,2486159,-39,
BBB,2014J,2487430,-39,
BBB,2014J,2487573,-28,
BBB,2014J,2494258,-156,
BBB,2014J,2497624,-49,
BBB,2014J,2511519,-30,
BBB,2014J,2520290,-22,
BBB,2014J,2520649,5,
BBB,2014J,2537934,-38,
BBB,2014J,2542310,-99,
BBB,2014J,2545047,-17,
BBB,2014J,2552708,-71,
BBB,2014J,2559992,-14,
BBB,2014J,2567715,-32,
BBB,2014J,2570396,-157,
BBB,2014J,2576637,-22,
BBB,2014J,2578532,-85,
BBB,2014J,2580626,-144,
BBB,2014J,2594368,-17,
BBB,2014J,2599784,-102,
BBB,2014J,2610745,-53,
BBB,2014J,2611512,-39,
BBB,2014J,2614777,-99,
BBB,2014J,2622652,-95,
BBB,2014J,2623656,-147,
BBB,2014J,2634319,-30,
BBB,2014J,2638403,-85,
BBB,2014J,2660510,-51,
BBB,2014J,2670300,-162,
BBB,2014J,2677541,-22,
BBB,2014J,2681505,-35,
BBB,2014J,2681940,-36,
BBB,2014J,2682693,-155,
BBB,2014J,2685247,-58,
BBB,2014J,2687858,-136,
BBB,2014J,2688495,-53,
BBB,2014J,2688945,-101,
BBB,2014J,2692969,-88,
BBB,2014J,2694919,-127,
BBB,2014J,2698577,16,
BBB,2014J,2698588,4,
DDD,2013J,27935,-134,
DDD,2013J,28046,-190,
DDD,2013J,29411,-96,
DDD,2013J,30549,-102,
DDD,2013J,31173,-44,
DDD,2013J,33930,-143,
DDD,2013J,34653,-149,
DDD,2013J,35859,-151,
DDD,2013J,39411,-36,
DDD,2013J,40184,-106,
DDD,2013J,40419,-57,
DDD,2013J,40563,-43,
DDD,2013J,42818,-124,
DDD,2013J,48152,-139,
DDD,2013J,50610,-151,
DDD,2013J,51163,-179,
DDD,2013J,57227,-46,
DDD,2013J,57818,-139,
DDD,2013J,59275,-72,
DDD,2013J,59370,-33,
DDD,2013J,63566,-85,
DDD,2013J,63856,-176,
DDD,2013J,66577,-32,
DDD,2013J,67471,-124,
DDD,2013J,67505,-29,
DDD,2013J,68376,-38,
DDD,2013J,71209,-74,
DDD,2013J,74502,-139,
DDD,2013J,78170,-156,
DDD,2013J,80868,-187,
DDD,2013J,82088,-67,
DDD,2013J,83588,-156,
DDD,2013J,89188,-110,
DDD,2013J,89727,-75,
DDD,2013J,90979,-46,
DDD,2013J,92312,-54,
DDD,2013J,92391,-145,
DDD,2013J,102850,-39,
DDD,2013J,103800,-82,
DDD,2013J,104643,-152,
DDD,2013J,105523,-37,
DDD,2013J,108789,-165,
DDD,2013J,111360,-45,
DDD,2013J,111926,-44,
DDD,2013J,114558,-86,
DDD,2013J,120999,-60,
DDD,2013J,122739,-34,
DDD,2013J,123497,-72,
DDD,2013J,123598,-32,
DDD,2013J,124006,-51,
DDD,2013J,126394,-37,
DDD,2013J,126812,-61,
DDD,2013J,127988,-26,
DDD,2013J,128656,-24,
DDD,2013J,128965,-145,
DDD,2013J,130467,-193,
DDD,2013J,130671,-45,
DDD,2013J,130837,-39,
DDD,2013J,131222,-152,
DDD,2013J,132401,-90,
DDD,2013J,135385,-69,
DDD,2013J,139843,-139,
DDD,2013J,140807,-148,
DDD,2013J,144895,-152,
DDD,2013J,146485,-115,
DDD,2013J,146666,-29,
DDD,2013J,148008,-75,
DDD,2013J,148515,-164,
DDD,2013J,156783,-54,
DDD,2013J,157310,-16,
DDD,2013J,158611,-61,
DDD,2013J,162337,-96,
DDD,2013J,164935,-137,
DDD,2013J,169079,-54,
DDD,2013J,169700,-148,
DDD,2013J,173004,-32,
DDD,2013J,173370,-57,
DDD,2013J,177354,-59,
DDD,2013J,178020,-40,
DDD,2013J,179718,-40,
DDD,2013J,179904,-108,
DDD,2013J,180651,-60,
DDD,2013J,184025,-148,
DDD,2013J,185127,-54,
DDD,2013J,188875,-81,
DDD,2013J,189624,-151,
DDD,2013J,191445,-57,
DDD,2013J,203066,-149,
DDD,2013J,204182,-200,
DDD,2013J,204505,-89,
DDD,2013J,205442,-94,
DDD,2013J,227020,-45,
DDD,2013J,228888,-89,
DDD,2013J,230510,-54,
DDD,2013J,231572,-199,
DDD,2013J,234406,-38,
DDD,2013J,236857,-40,
DDD,2013J,236953,-39,
DDD,2013J,237506,-73,
DDD,2013J,237602,-38,
DDD,2013J,237808,-40,
DDD,2013J,238800,-58,
DDD,2013J,238983,-36,
DDD,2013J,240641,-75,
DDD,2013J,242472,-95,
DDD,2013J,243372,-130,
DDD,2013J,244738,-93,
DDD,2013J,245653,-45,
DDD,2013J,245946,-22,
